id,genders,ages,nationalities,number_of_stops,time_of_day,market_0,market_1,market_2,market_3,market_4,market_5,market_6,market_7,market_8,market_9,market_10,market_11,market_12,market_13,market_14,time_market_0,time_market_1,time_market_2,time_market_3,time_market_4,time_market_5,time_market_6,time_market_7,time_market_8,time_market_9,time_market_10,time_market_11,time_market_12,time_market_13,time_market_14,rate_market_0,rate_market_1,rate_market_2,rate_market_3,rate_market_4,rate_market_5,rate_market_6,rate_market_7,rate_market_8,rate_market_9,rate_market_10,rate_market_11,rate_market_12,rate_market_13,rate_market_14
1743,male,21-35,Philippines,7,4PM-8PM,2,123,252,257,365,367,368,*,*,*,*,*,*,*,*,8,30,26,16,7,10,11,0,0,0,0,0,0,0,0,3,5,5,3,3,3,3,0,0,0,0,0,0,0,0
1744,female,21-35,Philippines,9,8AM-11AM,1,109,114,127,244,250,252,257,362,*,*,*,*,*,*,6,10,7,13,14,9,10,8,15,0,0,0,0,0,0,2,3,3,3,3,3,3,3,3,0,0,0,0,0,0
1745,male,55-99,Pakistan,7,11AM-1PM,4,109,258,362,367,371,374,*,*,*,*,*,*,*,*,26,13,19,30,13,22,39,0,0,0,0,0,0,0,0,5,3,4,5,3,4,5,0,0,0,0,0,0,0,0
1746,male,21-35,India,6,12AM-8AM,1,109,120,127,138,370,*,*,*,*,*,*,*,*,*,33,40,17,11,14,14,0,0,0,0,0,0,0,0,0,5,5,4,3,3,3,0,0,0,0,0,0,0,0,0
1747,male,21-35,India,9,12AM-8AM,3,4,128,139,245,247,252,361,367,*,*,*,*,*,*,6,15,11,8,15,15,21,10,6,0,0,0,0,0,0,2,3,3,3,3,3,4,3,2,0,0,0,0,0,0
1748,male,21-35,Philippines,8,8AM-11AM,1,3,133,135,247,252,256,372,*,*,*,*,*,*,*,14,20,15,10,12,19,14,7,0,0,0,0,0,0,0,3,4,3,3,3,4,3,3,0,0,0,0,0,0,0
1749,male,41-55,Egypt,7,8PM-12PM,4,5,6,132,136,248,258,*,*,*,*,*,*,*,*,15,6,21,22,12,18,21,0,0,0,0,0,0,0,0,3,2,4,4,3,4,4,0,0,0,0,0,0,0,0
1750,female,41-55,India,10,1PM-4PM,5,109,121,126,128,252,256,258,361,374,*,*,*,*,*,8,16,4,6,12,15,8,12,5,16,0,0,0,0,0,3,3,2,2,3,3,3,3,2,3,0,0,0,0,0
1751,male,21-35,Others,9,8AM-11AM,2,3,130,136,245,248,252,362,365,*,*,*,*,*,*,6,15,11,5,6,16,13,7,3,0,0,0,0,0,0,2,3,3,2,2,3,3,3,2,0,0,0,0,0,0
1752,female,21-35,India,8,8AM-11AM,3,109,110,135,255,362,363,367,*,*,*,*,*,*,*,20,19,21,22,24,12,27,24,0,0,0,0,0,0,0,4,4,4,4,5,3,5,5,0,0,0,0,0,0,0
1753,female,21-35,India,8,4PM-8PM,0,3,245,247,249,256,363,365,*,*,*,*,*,*,*,12,14,4,7,13,12,3,13,0,0,0,0,0,0,0,3,3,2,3,3,3,2,3,0,0,0,0,0,0,0
1754,female,41-55,Others,11,11AM-1PM,3,4,5,7,117,121,133,244,258,362,363,*,*,*,*,4,7,10,7,15,14,16,5,18,12,20,0,0,0,0,2,3,3,3,3,3,3,2,4,3,4,0,0,0,0
1755,male,21-35,Philippines,7,11AM-1PM,0,1,5,123,127,140,363,*,*,*,*,*,*,*,*,8,19,16,10,20,15,23,0,0,0,0,0,0,0,0,3,4,3,3,4,3,4,0,0,0,0,0,0,0,0
1756,male,21-35,India,6,8PM-12PM,1,4,135,252,361,362,*,*,*,*,*,*,*,*,*,28,8,21,10,35,28,0,0,0,0,0,0,0,0,0,5,3,4,3,5,5,0,0,0,0,0,0,0,0,0
1757,male,21-35,Pakistan,10,4PM-8PM,1,120,244,248,253,361,362,367,368,374,*,*,*,*,*,12,7,8,14,5,10,5,9,5,10,0,0,0,0,0,3,3,3,3,2,3,2,3,2,3,0,0,0,0,0
1758,male,21-35,Nigeria,8,4PM-8PM,0,1,6,120,135,245,361,362,*,*,*,*,*,*,*,12,10,12,7,8,11,12,11,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0
1759,male,21-35,Philippines,9,1PM-4PM,0,120,135,139,246,249,252,257,367,*,*,*,*,*,*,7,8,15,25,17,12,9,19,19,0,0,0,0,0,0,3,3,3,5,4,3,3,4,4,0,0,0,0,0,0
1760,male,21-35,India,8,1PM-4PM,0,123,126,245,246,247,255,362,*,*,*,*,*,*,*,24,18,6,9,19,28,12,10,0,0,0,0,0,0,0,5,4,2,3,4,5,3,3,0,0,0,0,0,0,0
1761,male,21-35,Philippines,7,4PM-8PM,126,133,136,139,246,362,368,*,*,*,*,*,*,*,*,21,20,22,11,27,14,11,0,0,0,0,0,0,0,0,4,4,4,3,5,3,3,0,0,0,0,0,0,0,0
1762,male,41-55,Philippines,8,4PM-8PM,3,5,139,255,257,258,362,371,*,*,*,*,*,*,*,35,15,21,11,18,9,12,17,0,0,0,0,0,0,0,5,3,4,3,4,3,3,4,0,0,0,0,0,0,0
1763,female,41-55,India,8,4PM-8PM,5,121,126,252,256,258,259,361,*,*,*,*,*,*,*,12,26,28,21,15,10,23,17,0,0,0,0,0,0,0,3,5,5,4,3,3,4,4,0,0,0,0,0,0,0
1764,female,21-35,Philippines,8,8PM-12PM,0,3,6,244,255,361,362,363,*,*,*,*,*,*,*,14,21,6,13,20,7,21,10,0,0,0,0,0,0,0,3,4,2,3,4,3,4,3,0,0,0,0,0,0,0
1765,male,21-35,Philippines,9,8PM-12PM,2,6,139,256,257,361,362,363,367,*,*,*,*,*,*,4,9,17,20,22,13,20,12,14,0,0,0,0,0,0,2,3,4,4,4,3,4,3,3,0,0,0,0,0,0
1766,male,21-35,Philippines,7,1PM-4PM,7,109,126,133,136,256,366,*,*,*,*,*,*,*,*,18,8,11,17,18,21,17,0,0,0,0,0,0,0,0,4,3,3,4,4,4,4,0,0,0,0,0,0,0,0
1767,male,41-55,Others,8,8AM-11AM,109,110,121,136,256,257,370,372,*,*,*,*,*,*,*,11,35,23,20,20,17,23,24,0,0,0,0,0,0,0,3,5,4,4,4,4,4,5,0,0,0,0,0,0,0
1768,male,21-35,Others,9,4PM-8PM,2,120,135,247,252,361,362,366,367,*,*,*,*,*,*,12,17,16,15,14,26,11,15,26,0,0,0,0,0,0,3,4,3,3,3,5,3,3,5,0,0,0,0,0,0
1769,female,21-35,India,10,8PM-12PM,0,1,2,109,121,136,244,258,364,366,*,*,*,*,*,18,17,15,7,10,7,18,9,14,7,0,0,0,0,0,4,4,3,3,3,3,4,3,3,3,0,0,0,0,0
1770,male,21-35,Philippines,7,8AM-11AM,0,3,109,130,255,258,361,*,*,*,*,*,*,*,*,8,7,13,10,4,10,11,0,0,0,0,0,0,0,0,3,3,3,3,2,3,3,0,0,0,0,0,0,0,0
1771,female,41-55,Others,12,8AM-11AM,4,5,109,110,124,133,244,252,258,368,371,374,*,*,*,7,7,9,14,3,3,13,10,10,8,5,9,0,0,0,3,3,3,3,2,2,3,3,3,3,2,3,0,0,0
1772,female,21-35,India,10,4PM-8PM,0,3,5,120,124,129,244,257,362,363,*,*,*,*,*,12,16,14,12,21,11,16,7,18,18,0,0,0,0,0,3,3,3,3,4,3,3,3,4,4,0,0,0,0,0
1773,female,36-40,Others,7,8PM-12PM,119,121,135,139,245,255,372,*,*,*,*,*,*,*,*,11,11,15,4,18,15,6,0,0,0,0,0,0,0,0,3,3,3,2,4,3,2,0,0,0,0,0,0,0,0
1774,female,21-35,Nepal,9,1PM-4PM,124,135,136,246,248,256,361,363,366,*,*,*,*,*,*,12,11,11,5,5,4,10,14,9,0,0,0,0,0,0,3,3,3,2,2,2,3,3,3,0,0,0,0,0,0
1775,female,21-35,India,8,8AM-11AM,0,2,3,127,136,361,372,374,*,*,*,*,*,*,*,14,11,11,11,18,19,5,22,0,0,0,0,0,0,0,3,3,3,3,4,4,2,4,0,0,0,0,0,0,0
1776,male,21-35,India,8,8PM-12PM,0,127,131,135,244,361,362,363,*,*,*,*,*,*,*,12,6,8,11,9,9,9,8,0,0,0,0,0,0,0,3,2,3,3,3,3,3,3,0,0,0,0,0,0,0
1777,female,21-35,India,8,1PM-4PM,2,5,245,256,257,362,366,367,*,*,*,*,*,*,*,12,19,18,11,18,9,16,12,0,0,0,0,0,0,0,3,4,4,3,4,3,3,3,0,0,0,0,0,0,0
1778,female,36-40,Philippines,11,4PM-8PM,4,5,114,119,120,121,124,133,136,139,260,*,*,*,*,4,17,10,6,14,5,17,6,15,14,12,0,0,0,0,2,4,3,2,3,2,4,2,3,3,3,0,0,0,0
1779,male,21-35,India,10,11AM-1PM,1,4,6,119,124,133,135,252,258,367,*,*,*,*,*,10,16,3,12,8,11,12,16,13,12,0,0,0,0,0,3,3,2,3,3,3,3,3,3,3,0,0,0,0,0
1780,female,21-35,Philippines,9,12AM-8AM,1,3,117,121,124,133,135,244,366,*,*,*,*,*,*,16,16,11,10,15,16,12,7,6,0,0,0,0,0,0,3,3,3,3,3,3,3,3,2,0,0,0,0,0,0
1781,male,21-35,India,8,8PM-12PM,3,120,125,126,245,246,364,367,*,*,*,*,*,*,*,7,22,8,22,35,12,30,7,0,0,0,0,0,0,0,3,4,3,4,5,3,5,3,0,0,0,0,0,0,0
1782,female,21-35,Philippines,9,12AM-8AM,6,116,121,133,135,245,361,362,367,*,*,*,*,*,*,9,10,18,8,12,18,10,8,17,0,0,0,0,0,0,3,3,4,3,3,4,3,3,4,0,0,0,0,0,0
1783,female,21-35,India,8,8PM-12PM,3,109,120,129,245,252,256,363,*,*,*,*,*,*,*,8,15,4,15,5,13,11,14,0,0,0,0,0,0,0,3,3,2,3,2,3,3,3,0,0,0,0,0,0,0
1784,male,21-35,Pakistan,7,1PM-4PM,4,6,120,244,252,366,367,*,*,*,*,*,*,*,*,21,11,11,18,10,15,30,0,0,0,0,0,0,0,0,4,3,3,4,3,3,5,0,0,0,0,0,0,0,0
1785,female,21-35,India,10,8PM-12PM,0,5,121,123,124,136,138,361,362,363,*,*,*,*,*,10,10,4,6,9,5,4,2,12,2,0,0,0,0,0,3,3,2,2,3,2,2,1,3,1,0,0,0,0,0
1786,female,21-35,Philippines,10,1PM-4PM,3,5,114,120,139,142,243,247,362,363,*,*,*,*,*,21,4,13,18,18,13,12,11,16,13,0,0,0,0,0,4,2,3,4,4,3,3,3,3,3,0,0,0,0,0
1787,male,36-40,India,6,8AM-11AM,120,139,255,256,369,371,*,*,*,*,*,*,*,*,*,17,9,42,20,31,17,0,0,0,0,0,0,0,0,0,4,3,5,4,5,4,0,0,0,0,0,0,0,0,0
1788,male,41-55,Others,7,8AM-11AM,3,109,120,245,252,258,361,*,*,*,*,*,*,*,*,21,16,16,27,17,24,23,0,0,0,0,0,0,0,0,4,3,3,5,4,5,4,0,0,0,0,0,0,0,0
1789,female,36-40,India,9,8AM-11AM,4,126,133,136,245,255,257,366,374,*,*,*,*,*,*,10,11,6,4,14,2,4,13,3,0,0,0,0,0,0,3,3,2,2,3,1,2,3,2,0,0,0,0,0,0
1790,female,41-55,Egypt,10,11AM-1PM,4,5,114,124,127,252,362,366,370,374,*,*,*,*,*,7,12,4,11,10,6,2,8,7,7,0,0,0,0,0,3,3,2,3,3,2,1,3,3,3,0,0,0,0,0
1791,male,36-40,Others,7,1PM-4PM,1,2,120,123,132,256,362,*,*,*,*,*,*,*,*,26,7,28,15,7,33,15,0,0,0,0,0,0,0,0,5,3,5,3,3,5,3,0,0,0,0,0,0,0,0
1792,male,21-35,Philippines,7,8PM-12PM,2,133,244,245,257,361,369,*,*,*,*,*,*,*,*,14,20,10,17,18,11,13,0,0,0,0,0,0,0,0,3,4,3,4,4,3,3,0,0,0,0,0,0,0,0
1793,female,41-55,Pakistan,8,11AM-1PM,4,5,110,133,136,256,258,370,*,*,*,*,*,*,*,7,4,3,9,4,5,8,5,0,0,0,0,0,0,0,3,2,2,3,2,2,3,2,0,0,0,0,0,0,0
1794,male,21-35,Philippines,7,1PM-4PM,0,6,120,125,136,256,257,*,*,*,*,*,*,*,*,16,19,19,16,4,5,17,0,0,0,0,0,0,0,0,3,4,4,3,2,2,4,0,0,0,0,0,0,0,0
1795,female,21-35,Pakistan,8,1PM-4PM,1,4,5,117,121,124,133,135,*,*,*,*,*,*,*,14,31,9,25,13,10,15,21,0,0,0,0,0,0,0,3,5,3,5,3,3,3,4,0,0,0,0,0,0,0
1796,male,36-40,India,7,8AM-11AM,1,5,124,245,252,255,370,*,*,*,*,*,*,*,*,12,17,13,12,29,15,26,0,0,0,0,0,0,0,0,3,4,3,3,5,3,5,0,0,0,0,0,0,0,0
1797,male,21-35,Pakistan,8,1PM-4PM,1,2,109,133,249,252,361,367,*,*,*,*,*,*,*,4,17,10,11,14,22,22,19,0,0,0,0,0,0,0,2,4,3,3,3,4,4,4,0,0,0,0,0,0,0
1798,female,21-35,Afghanistan,9,1PM-4PM,1,2,121,135,139,244,249,366,369,*,*,*,*,*,*,16,19,16,7,18,14,13,18,10,0,0,0,0,0,0,3,4,3,3,4,3,3,4,3,0,0,0,0,0,0
1799,male,21-35,Others,7,4PM-8PM,0,116,120,133,245,361,370,*,*,*,*,*,*,*,*,26,17,25,6,11,15,26,0,0,0,0,0,0,0,0,5,4,5,2,3,3,5,0,0,0,0,0,0,0,0
1800,female,41-55,Pakistan,9,11AM-1PM,2,5,124,130,245,252,253,361,370,*,*,*,*,*,*,15,8,14,12,14,17,19,13,21,0,0,0,0,0,0,3,3,3,3,3,4,4,3,4,0,0,0,0,0,0
1801,female,21-35,Philippines,11,1PM-4PM,5,109,120,124,126,244,245,260,362,363,366,*,*,*,*,8,3,10,5,6,7,11,5,4,11,2,0,0,0,0,3,2,3,2,2,3,3,2,2,3,1,0,0,0,0
1802,female,21-35,India,9,12AM-8AM,3,5,120,126,135,141,245,248,257,*,*,*,*,*,*,2,9,11,7,12,3,12,13,6,0,0,0,0,0,0,1,3,3,3,3,2,3,3,2,0,0,0,0,0,0
1803,male,21-35,Philippines,7,4PM-8PM,0,1,3,5,120,132,139,*,*,*,*,*,*,*,*,4,13,13,5,21,8,7,0,0,0,0,0,0,0,0,2,3,3,2,4,3,3,0,0,0,0,0,0,0,0
1804,male,21-35,Philippines,7,8AM-11AM,120,133,245,247,252,256,367,*,*,*,*,*,*,*,*,6,7,13,15,23,16,29,0,0,0,0,0,0,0,0,2,3,3,3,4,3,5,0,0,0,0,0,0,0,0
1805,male,21-35,Others,8,4PM-8PM,0,6,246,256,257,258,361,362,*,*,*,*,*,*,*,16,19,4,18,16,14,10,8,0,0,0,0,0,0,0,3,4,2,4,3,3,3,3,0,0,0,0,0,0,0
1806,female,21-35,Philippines,9,4PM-8PM,3,5,121,127,245,252,255,361,367,*,*,*,*,*,*,21,16,8,17,16,26,8,16,16,0,0,0,0,0,0,4,3,3,4,3,5,3,3,3,0,0,0,0,0,0
1807,female,36-40,Philippines,8,8PM-12PM,3,6,119,120,124,245,256,258,*,*,*,*,*,*,*,21,9,19,8,14,23,16,7,0,0,0,0,0,0,0,4,3,4,3,3,4,3,3,0,0,0,0,0,0,0
1808,female,36-40,Others,10,8PM-12PM,1,5,6,121,124,135,256,363,366,372,*,*,*,*,*,15,11,6,20,9,17,13,19,9,5,0,0,0,0,0,3,3,2,4,3,4,3,4,3,2,0,0,0,0,0
1809,male,21-35,Afghanistan,8,4PM-8PM,3,109,136,139,244,361,367,371,*,*,*,*,*,*,*,23,14,10,24,34,26,30,13,0,0,0,0,0,0,0,4,3,3,5,5,5,5,3,0,0,0,0,0,0,0
1810,male,21-35,Pakistan,8,4PM-8PM,4,121,122,133,139,248,258,362,*,*,*,*,*,*,*,12,16,9,10,15,19,16,5,0,0,0,0,0,0,0,3,3,3,3,3,4,3,2,0,0,0,0,0,0,0
1811,female,21-35,Philippines,9,11AM-1PM,1,2,109,110,126,127,139,248,249,*,*,*,*,*,*,5,2,3,5,5,6,5,5,8,0,0,0,0,0,0,2,1,2,2,2,2,2,2,3,0,0,0,0,0,0
1812,female,41-55,India,9,12AM-8AM,5,110,124,130,133,246,250,255,372,*,*,*,*,*,*,10,12,16,17,12,17,16,7,14,0,0,0,0,0,0,3,3,3,4,3,4,3,3,3,0,0,0,0,0,0
1813,female,21-35,Egypt,12,1PM-4PM,2,3,5,7,120,127,133,245,252,255,363,371,*,*,*,12,19,8,6,7,7,7,17,4,19,19,7,0,0,0,3,4,3,2,3,3,3,4,2,4,4,3,0,0,0
1814,female,41-55,Philippines,8,8PM-12PM,7,109,110,117,120,126,258,361,*,*,*,*,*,*,*,7,8,31,13,27,32,14,24,0,0,0,0,0,0,0,3,3,5,3,5,5,3,5,0,0,0,0,0,0,0
1815,male,21-35,Pakistan,8,8AM-11AM,0,1,2,5,130,257,361,374,*,*,*,*,*,*,*,8,15,6,19,13,15,20,5,0,0,0,0,0,0,0,3,3,2,4,3,3,4,2,0,0,0,0,0,0,0
1816,female,21-35,India,10,4PM-8PM,1,3,5,109,121,126,133,245,256,257,*,*,*,*,*,8,11,6,6,7,4,10,8,11,8,0,0,0,0,0,3,3,2,2,3,2,3,3,3,3,0,0,0,0,0
1817,male,36-40,Nepal,8,8AM-11AM,4,6,126,127,246,252,372,374,*,*,*,*,*,*,*,22,5,18,21,11,6,20,15,0,0,0,0,0,0,0,4,2,4,4,3,2,4,3,0,0,0,0,0,0,0
1818,male,21-35,SriLanka,7,8PM-12PM,0,244,245,246,255,361,362,*,*,*,*,*,*,*,*,22,8,23,10,25,27,22,0,0,0,0,0,0,0,0,4,3,4,3,5,5,4,0,0,0,0,0,0,0,0
1819,female,21-35,Philippines,9,8AM-11AM,0,3,121,126,136,244,362,363,374,*,*,*,*,*,*,15,24,17,19,6,14,20,13,6,0,0,0,0,0,0,3,5,4,4,2,3,4,3,2,0,0,0,0,0,0
1820,male,21-35,Philippines,8,11AM-1PM,108,137,139,246,248,362,366,367,*,*,*,*,*,*,*,22,12,4,22,19,16,18,23,0,0,0,0,0,0,0,4,3,2,4,4,3,4,4,0,0,0,0,0,0,0
1821,male,21-35,India,6,12AM-8AM,1,3,119,138,255,362,*,*,*,*,*,*,*,*,*,23,19,33,21,30,14,0,0,0,0,0,0,0,0,0,4,4,5,4,5,3,0,0,0,0,0,0,0,0,0
1822,male,21-35,Others,7,8AM-11AM,0,3,133,247,250,252,367,*,*,*,*,*,*,*,*,5,8,19,16,12,13,5,0,0,0,0,0,0,0,0,2,3,4,3,3,3,2,0,0,0,0,0,0,0,0
1823,male,21-35,Philippines,6,4PM-8PM,3,6,120,123,135,363,*,*,*,*,*,*,*,*,*,30,14,10,28,22,46,0,0,0,0,0,0,0,0,0,5,3,3,5,4,5,0,0,0,0,0,0,0,0,0
1824,female,41-55,Philippines,8,11AM-1PM,4,109,114,120,124,255,258,361,*,*,*,*,*,*,*,19,5,27,20,7,21,23,7,0,0,0,0,0,0,0,4,2,5,4,3,4,4,3,0,0,0,0,0,0,0
1825,male,21-35,Philippines,7,8PM-12PM,109,120,133,256,361,362,367,*,*,*,*,*,*,*,*,15,14,19,17,25,20,6,0,0,0,0,0,0,0,0,3,3,4,4,5,4,2,0,0,0,0,0,0,0,0
1826,male,55-99,Philippines,8,4PM-8PM,2,5,109,121,127,136,245,374,*,*,*,*,*,*,*,11,19,7,13,12,15,10,9,0,0,0,0,0,0,0,3,4,3,3,3,3,3,3,0,0,0,0,0,0,0
1827,male,21-35,Others,7,12AM-8AM,1,5,121,125,136,252,370,*,*,*,*,*,*,*,*,16,23,13,10,8,14,10,0,0,0,0,0,0,0,0,3,4,3,3,3,3,3,0,0,0,0,0,0,0,0
1828,male,41-55,Philippines,8,8PM-12PM,6,120,123,126,133,256,257,374,*,*,*,*,*,*,*,7,19,22,16,8,18,25,26,0,0,0,0,0,0,0,3,4,4,3,3,4,5,5,0,0,0,0,0,0,0
1829,female,41-55,Others,10,1PM-4PM,3,4,5,109,121,124,126,255,256,259,*,*,*,*,*,15,8,15,6,16,13,3,10,14,16,0,0,0,0,0,3,3,3,2,3,3,2,3,3,3,0,0,0,0,0
1830,female,21-35,India,9,8PM-12PM,116,119,124,133,139,245,255,361,367,*,*,*,*,*,*,12,28,18,26,16,6,6,5,22,0,0,0,0,0,0,3,5,4,5,3,2,2,2,4,0,0,0,0,0,0
1831,female,36-40,India,10,1PM-4PM,0,1,121,133,257,260,363,366,367,374,*,*,*,*,*,28,10,18,17,29,10,9,13,15,6,0,0,0,0,0,5,3,4,4,5,3,3,3,3,2,0,0,0,0,0
1832,female,21-35,BAE,10,4PM-8PM,117,134,135,141,245,250,361,363,366,367,*,*,*,*,*,12,4,3,7,3,11,6,12,12,7,0,0,0,0,0,3,2,2,3,2,3,2,3,3,3,0,0,0,0,0
1833,male,21-35,India,9,1PM-4PM,0,1,2,120,122,133,134,136,369,*,*,*,*,*,*,4,8,18,10,6,18,12,7,14,0,0,0,0,0,0,2,3,4,3,2,4,3,3,3,0,0,0,0,0,0
1834,male,21-35,Philippines,8,8PM-12PM,123,124,133,246,247,361,363,368,*,*,*,*,*,*,*,24,10,10,11,5,13,23,11,0,0,0,0,0,0,0,5,3,3,3,2,3,4,3,0,0,0,0,0,0,0
1835,male,21-35,India,7,4PM-8PM,2,127,133,135,139,252,257,*,*,*,*,*,*,*,*,37,10,14,17,10,14,37,0,0,0,0,0,0,0,0,5,3,3,4,3,3,5,0,0,0,0,0,0,0,0
1836,female,21-35,Philippines,10,1PM-4PM,124,127,133,135,244,252,255,361,363,371,*,*,*,*,*,12,5,11,17,16,17,14,16,11,17,0,0,0,0,0,3,2,3,4,3,4,3,3,3,4,0,0,0,0,0
1837,male,21-35,Philippines,8,1PM-4PM,0,3,139,140,245,363,367,368,*,*,*,*,*,*,*,17,6,11,10,15,3,14,16,0,0,0,0,0,0,0,4,2,3,3,3,2,3,3,0,0,0,0,0,0,0
1838,male,21-35,India,6,1PM-4PM,120,133,136,252,362,368,*,*,*,*,*,*,*,*,*,40,14,9,19,18,29,0,0,0,0,0,0,0,0,0,5,3,3,4,4,5,0,0,0,0,0,0,0,0,0
1839,male,21-35,India,8,4PM-8PM,0,120,123,127,133,247,249,362,*,*,*,*,*,*,*,17,14,11,18,16,14,19,8,0,0,0,0,0,0,0,4,3,3,4,3,3,4,3,0,0,0,0,0,0,0
1840,female,36-40,Pakistan,9,4PM-8PM,109,121,124,126,130,136,139,252,362,*,*,*,*,*,*,6,10,19,18,12,9,9,16,11,0,0,0,0,0,0,2,3,4,4,3,3,3,3,3,0,0,0,0,0,0
1841,male,21-35,Philippines,7,1PM-4PM,1,4,5,127,136,257,367,*,*,*,*,*,*,*,*,7,31,15,14,31,6,12,0,0,0,0,0,0,0,0,3,5,3,3,5,2,3,0,0,0,0,0,0,0,0
1842,female,21-35,Others,10,8PM-12PM,3,121,133,135,138,139,245,246,252,362,*,*,*,*,*,4,15,5,18,13,17,19,14,19,12,0,0,0,0,0,2,3,2,4,3,4,4,3,4,3,0,0,0,0,0
1843,male,41-55,Philippines,7,8PM-12PM,5,6,7,133,252,370,371,*,*,*,*,*,*,*,*,13,11,16,9,14,17,22,0,0,0,0,0,0,0,0,3,3,3,3,3,4,4,0,0,0,0,0,0,0,0
1844,female,21-35,Philippines,10,8AM-11AM,121,127,133,135,138,139,252,361,362,363,*,*,*,*,*,10,6,14,9,25,16,23,13,10,16,0,0,0,0,0,3,2,3,3,5,3,4,3,3,3,0,0,0,0,0
1845,female,21-35,India,10,8PM-12PM,1,2,4,136,257,361,362,364,369,371,*,*,*,*,*,14,7,5,23,5,14,6,26,10,25,0,0,0,0,0,3,3,2,4,2,3,2,5,3,5,0,0,0,0,0
1846,female,36-40,Others,8,11AM-1PM,4,110,121,135,248,252,255,256,*,*,*,*,*,*,*,8,5,14,4,16,16,15,18,0,0,0,0,0,0,0,3,2,3,2,3,3,3,4,0,0,0,0,0,0,0
1847,female,41-55,India,9,1PM-4PM,5,109,110,120,121,126,136,258,260,*,*,*,*,*,*,6,17,7,21,21,11,17,6,8,0,0,0,0,0,0,2,4,3,4,4,3,4,2,3,0,0,0,0,0,0
1848,female,21-35,Philippines,11,12AM-8AM,0,3,109,120,124,126,133,257,361,366,370,*,*,*,*,5,6,12,6,9,12,6,7,7,12,10,0,0,0,0,2,2,3,2,3,3,2,3,3,3,3,0,0,0,0
1849,female,21-35,Philippines,9,1PM-4PM,0,1,2,3,4,121,133,135,256,*,*,*,*,*,*,18,15,13,15,15,8,8,8,7,0,0,0,0,0,0,4,3,3,3,3,3,3,3,3,0,0,0,0,0,0
1850,female,21-35,India,11,8AM-11AM,3,4,5,120,135,139,244,362,366,367,368,*,*,*,*,9,5,11,10,7,9,6,6,8,9,12,0,0,0,0,3,2,3,3,3,3,2,2,3,3,3,0,0,0,0
1851,female,21-35,India,9,1PM-4PM,2,245,250,256,361,362,365,367,371,*,*,*,*,*,*,5,12,10,4,9,10,10,3,12,0,0,0,0,0,0,2,3,3,2,3,3,3,2,3,0,0,0,0,0,0
1852,male,21-35,India,5,8PM-12PM,0,1,5,127,255,*,*,*,*,*,*,*,*,*,*,41,24,41,33,22,0,0,0,0,0,0,0,0,0,0,5,5,5,5,4,0,0,0,0,0,0,0,0,0,0
1853,male,21-35,India,8,8PM-12PM,0,139,140,244,246,256,258,367,*,*,*,*,*,*,*,14,9,22,16,5,15,11,17,0,0,0,0,0,0,0,3,3,4,3,2,3,3,4,0,0,0,0,0,0,0
1854,male,21-35,Nepal,6,12AM-8AM,0,121,246,362,365,368,*,*,*,*,*,*,*,*,*,7,36,23,36,15,36,0,0,0,0,0,0,0,0,0,3,5,4,5,3,5,0,0,0,0,0,0,0,0,0
1855,male,21-35,India,7,12AM-8AM,0,120,123,137,245,252,253,*,*,*,*,*,*,*,*,5,19,16,11,21,21,23,0,0,0,0,0,0,0,0,2,4,3,3,4,4,4,0,0,0,0,0,0,0,0
1856,male,41-55,India,6,12AM-8AM,108,120,137,248,252,258,*,*,*,*,*,*,*,*,*,16,10,9,18,24,13,0,0,0,0,0,0,0,0,0,3,3,3,4,5,3,0,0,0,0,0,0,0,0,0
1857,female,21-35,Philippines,8,8PM-12PM,4,5,109,120,134,245,255,365,*,*,*,*,*,*,*,10,9,4,10,6,12,10,10,0,0,0,0,0,0,0,3,3,2,3,2,3,3,3,0,0,0,0,0,0,0
1858,female,21-35,UK,10,8PM-12PM,1,5,120,126,128,135,257,362,363,366,*,*,*,*,*,11,7,2,13,3,11,11,8,2,13,0,0,0,0,0,3,3,1,3,2,3,3,3,1,3,0,0,0,0,0
1859,male,21-35,Philippines,8,4PM-8PM,6,129,135,136,140,252,257,367,*,*,*,*,*,*,*,16,19,6,19,15,24,24,12,0,0,0,0,0,0,0,3,4,2,4,3,5,5,3,0,0,0,0,0,0,0
1860,male,55-99,Egypt,9,4PM-8PM,109,120,126,130,133,136,137,258,361,*,*,*,*,*,*,9,13,7,11,12,14,19,7,8,0,0,0,0,0,0,3,3,3,3,3,3,4,3,3,0,0,0,0,0,0
1861,female,41-55,Pakistan,8,4PM-8PM,117,120,124,126,244,248,362,372,*,*,*,*,*,*,*,23,4,18,14,21,14,13,11,0,0,0,0,0,0,0,4,2,4,3,4,3,3,3,0,0,0,0,0,0,0
1862,male,36-40,India,7,8PM-12PM,1,123,245,252,256,257,366,*,*,*,*,*,*,*,*,9,10,9,4,9,7,6,0,0,0,0,0,0,0,0,3,3,3,2,3,3,2,0,0,0,0,0,0,0,0
1863,female,21-35,Egypt,9,4PM-8PM,2,3,139,244,245,255,361,362,363,*,*,*,*,*,*,8,8,3,10,4,10,3,11,6,0,0,0,0,0,0,3,3,2,3,2,3,2,3,2,0,0,0,0,0,0
